"idLU"	"name"	"senseDescription"
18941	sugar.n	COD: mass noun a sweet crystalline substance obtained especially from sugar cane and sugar beet, consisting essentially of sucrose and used as a sweetener in food and drink. [Food] 
18942	honey.n	COD:  a sweet, sticky yellowish-brown fluid made by bees and other insects from flower nectar. 
18943	fat.n	COD: such a substance, or a similar one made from plants, used in cooking. [Food] 
18944	oil.n	FN: with modifier any of various viscous liquids which are insoluble in water but soluble in organic solvents and are obtained from animals or plants, as used for cooking
18945	vinegar.n	COD: a sour-tasting liquid containing acetic acid, obtained by fermenting dilute alcoholic liquids, typically wine, cider, or beer, and used as a condiment or for pickling
18946	coffee.n	COD: a hot drink made from the roasted and ground bean-like seeds of a tropical shrub. 
18947	juice.n	COD: the liquid present in fruit or vegetables, often used for drinks
18948	soup.n	COD: a savoury liquid dish made by boiling meat, fish, or vegetables in stock or water. 
18949	stew.n	COD: a dish of meat and vegetables cooked slowly in liquid in a closed dish or pan. 
18950	sauce.n	COD: thick liquid served with food to add moistness and flavour. 
18951	dressing.n	COD: also salad dressing mass noun a sauce for salads, usually consisting of oil and vinegar with herbs or other flavourings. 
18952	vinaigrette.n	COD: salad dressing of oil, wine vinegar, and seasoning. 
18953	ketchup.n	COD: mass noun a spicy sauce made chiefly from tomatoes and vinegar, used as a relish. 
18954	mayonnaise.n	COD: mass noun a thick creamy dressing consisting of egg yolks beaten with oil and vinegar. 
18955	lasagne.n	COD: an Italian dish consisting of [pasta in wide sheets or strips] baked with meat or vegetables in a cheese sauce
18956	food.n	COD: any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth.
18957	tea.n	COD: a hot drink made by infusing the dried, crushed leaves of the tea plant in boiling water.
18958	water.n	FN: mass noun; an odorless, tasteless drink of H2O
18959	date.n	FN: sweet edible fruit of the date palm
18960	cabbage.n	FN: (the leaves of) a cruciferous vegetable, often eaten boiled.
18961	MRE.n	FN: (Meal, Ready to Eat) a field ration served by the US military.
18962	beer.n	FN: an alcoholic beverage made from malted grain fermented by yeast, usually flavored with hops.
18963	pen.v	COD: write or compose
18964	author.v	COD: be the author or the originator of. 
18965	write.v	FN: compose a text  in writing
18966	compose.v	COD: write or create (a work of art, especially music or poetry). 
18967	draft.v	COD: prepare a preliminary version of (a text). 
18968	jot down.v	FN: write quickly on paper or other receptive medium.
18969	jot.v	COD:  write quickly. 
18970	speak.v	FN: say (a verbal formula).
18971	say.v	FN: recite or create a speech, formula, or other meaningful text
18972	utter.v	COD:  make (a sound) or say (something). 
18973	write up.v	FN: write a full account of something
18974	write down.v	FN: physically write (a mark or symbol) on paper or another receptive medium.
18975	write in.v	FN: to write (e.g., a letter) to a central letter-receiving location (e.g., as a letter to the editor)
18976	write out.v	FN: write carefully, generally to avoid omitting necessary parts of a message (or other sequence of symbols) which is already formed in the mind
18977	print.v	COD: write clearly without joining the letters. 
18978	type.v	COD: write using a typewriter or computer. 
18979	type out.v	FN: type completely, expressing all parts of a message already formed in the mind.
18980	type up.v	FN: create a message by typing
18981	type in.v	FN: input by typing.
18982	print out.v	COD: produce a paper copy of (information stored on a computer). 
18983	print up.v	COD: produce (books, newspapers, etc.) by a mechanical process involving the transfer of text or designs to paper. 
18984	get down.v	FN: write down
18985	chronicle.v	COD: record (a series of events) in a factual and detailed way. 
18986	sign.v	COD: write one' s name on (something) for the purposes of identification or authorization.
18987	dash off.v	FN: to write down quickly .
18988	list.v	FN: to communicate an enumeration of enities or events, either written or spoken
18989	read.v	COD: look at and comprehend the meaning of (written or printed matter) by interpreting the characters or symbols of which it is composed. 
18990	pore.v	COD: be absorbed in the reading or study of. 
18991	scan.v	COD: look at quickly in order to identify relevant features or information.
18992	skim.v	COD: read (something) quickly, noting only the important points.
18993	devour.v	COD: read quickly and eagerly. 
18994	reader.n	COD: a person who reads.
18995	peruse.v	"FN: to read casually; coexists with older meaning ""examine carefully""."
18996	perusal.n	FN: activity of casually reading.
18997	make.v	COD: form by putting parts together or combining substances, or cause to exist or come about; bring about or perform. 
18998	create.v	COD: bring into existence. 
18999	creation.n	COD: the action or process of creating
19000	establish.v	COD: set up on a firm or permanent basis.
19001	set up.v	COD: establish a business, institution, etc.
19002	generate.v	FN: to purposefully produce an entity
19003	establishment.n	COD: the action of establishing or being established.
19004	generation.n	COD: the action of producing or generating.
19005	produce.v	FN: create
19006	found.v	COD: establish (an institution or organization)
19007	production.n	FN: creation
19008	synthesise.v	COD: make by synthesis.
19009	synthesis.n	COD: the production of chemical compounds by reaction from simpler materials.
19010	develop.v	FN: to create or make an entity  
19011	development.n	FN:  the intentional creation or establishment of an entity
19012	bear.v	COD: give birth to (a child). 
19013	birth.n	COD: the emergence of a baby or other young from the body of its mother; the start of life as a physically separate being. 
19014	whelp.v	COD: give birth to (a puppy). 
19015	father.v	FN: to beget, ie be the father of.
19016	beget.v	COD: produce (a child). 
19017	sire.v	COD: be the sire of. 
19018	spawn.v	FN: produce young, particularly in large numbers
19019	have.v	COD: give birth to or be due to give birth to. 
19020	drop.v	COD: (of an animal) give birth to. [Vet] 
19021	calve.v	COD: give birth to a calf.
19022	kid.v	COD: (of a goat) give birth.
19023	lay.v	COD: (of a female bird, reptile, etc.) produce (an egg) from inside the body. 
19024	calving.n	FN: bearing of calves
19025	lambing.n	FN: bearing of lambs.
19026	carry to term.v	FN: be pregnant with and give birth to
19027	birth.v	COD: give birth to
19028	mother.v	FN: give birth
19029	bring forth.v	COD:  give birth to something.
19030	generate.v	FN: produce offspring.
19031	propagate.v	COD: breed by natural processes from the parent stock.
19032	get.v	FN: produce (offspring)
19033	work.v	COD: do work, especially as one' s job. 
19034	work.n	FN: activity as a means of earning income.
19035	employ.n	COD: the state of being employed; employment.
19036	wait tables.idio	COD: act as a waiter or waitress
19037	job.n	COD: a paid position of regular employment.
19038	clerk.v	COD: work as a clerk.
19039	temp.v	COD: no obj. work as a temp.
19040	stint.n	COD: an allotted period of work. 
19041	employed.a	FN: having a job
19042	subcontract.v	COD: employ a firm or person outside one' s company to do (work).
19043	farm (out).v	COD: send out or subcontract work to others
19044	employment.n	FN: being employed.
19045	unemployment.n	COD: the state of being unemployed.
19046	unemployed.a	COD: without a paid job but available to work.
19047	jobless.a	FN: having no job
19048	position.n	FN: a job
19049	at.prep	FN: employed by; with a position at (a large institution or significant company).
19050	light.v	"FN: ignite something. ""Alan gathered sticks and lit a fire."""
19051	ignite.v	FN: cause to catch fire
19052	torch.v	"COD: set fire to. ""The shops had been looted and torched."""
19053	kindle.v	COD: light (a flame); set on fire. 
19054	spark.v	COD: with obj. ignite. 
19055	set on fire.v	FN: cause to burn with flames; caused by an initial combustion such as a spark or ignition
19056	start.v	FN: (with certain objects) to ignite.
19057	catch on fire.v	FN: cause to be on fire.
19058	set fire.v	FN: ignite
19059	set ablaze.idio	FN: to set on fire
19060	set alight.idio	FN: to set on fire
19061	swarm.v	COD:  move somewhere in large numbers. 
19062	teem.v	FN: move as a large, flowing group
19063	throng.v	COD: flock or be present in great numbers. 
19064	stream.v	COD: (of a mass of people or things) move in a continuous flow. 
19065	crowd.v	COD: move or come together as a crowd. 
19066	flood.v	COD: arrive in or overwhelm with very large numbers.
19067	pour.v	COD: (of people or things) come or go in a steady stream. 
19068	flock.v	COD:  congregate or move in a flock. 
19069	roll.v	FN: come by the score
19070	troop.v	COD: come or go together or in large numbers.
19071	parade.v	FN: move as a groop (as if) on display
19072	rain.v	COD: fall or cause to fall in large quantities.
19073	hail.v	FN: fall destructively in copious quantities.
19074	shower.v	COD: fall, throw, or be thrown in a shower
19075	pelt.v	COD: (of rain, hail, or snow) fall very heavily. 
19076	silence.v	COD: make silent.
19077	shush.v	COD:  tell or signal to be silent
19078	hush.v	FN: to make someone become quiet
19079	hush up.v	FN: to cause someone to become quite
19080	shut up.v	FN: to cause someone or something to stop making noise
19081	quiet.v	FN: to make someone or something make less noise than he/she/it was making previously
19082	quiet down.v	FN: to make an entity make less noise than it was making previously
19083	reach.v	COD:  make contact with. 
19084	contact.v	COD: get in touch or communication with.
19085	contact.n	COD: the state or condition of communicating or meeting
19086	write in.v	FN: contact by letter
19087	write.v	COD: write and send (a letter) to someone. 
19088	e-mail.v	COD: mail or send using email. 
19089	call.v	FN: to use a telephone to contact. 
19090	call up.v	FN: contact personally by phone
19091	phone.v	FN: to use a telephone to contact. 
19092	phone in.v	FN: contact by phone
19093	ring.v	COD:  call by telephone
19094	ring up.v	FN: contact personally by phone.
19095	get in touch.v	FN: manage to start communication with someone
19096	telephone.v	COD: ring or speak to (someone) using the telephone.
19097	call.n	COD: a telephone communication. 
19098	mail.v	FN: contact with information via the postal service
19099	telex.v	COD: communicate with by telex.
19100	fax.v	COD: contact by fax
19101	cable.v	FN: contact via cablegram
19102	page.v	COD: contact by means of a pager. 
19103	radio.v	COD:  communicate with by radio. 
19104	telegraph.v	COD: send (someone) a message by telegraph. 
19105	call in.v	FN: contact by telephone
19106	get through.v	FN: manage to establish communication with.
19107	lie.v	COD:  tell a lie or lies
19108	prevaricate.v	COD: speak or act evasively.
19109	lie.n	COD:  an intentionally false statement
19110	mislead.v	COD: cause to have a wrong impression about someone or something. 
19111	kid.v	FN: deceive playfully
19112	misrepresent.v	COD: give a false or misleading account of. 
19113	deception.n	COD: the action of deceiving. 
19114	misrepresentation.n	FN: act of deception or misleading
19115	prevarication.n	FN: act of speaking evasively
19116	shit.v	FN: jokingly deceive.
19117	joke.v	FN: say something untrue to be funny.
19118	equivocate.v	COD: use ambiguous or evasive language.
19119	fool.v	COD: trick, deceive, or dupe. 
19120	equivocation.n	FN: act of producing ambiguous or evasive language.
19121	fib.n	COD: 1. a trivial lie. 
19122	bullshit.v	COD: talk nonsense in an attempt to deceive. 
